,raw_text,aspects,sentiments
1120,"We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.","['waitresses', 'dish', 'table', 'bar']","['negative', 'neutral', 'neutral', 'neutral']"
1121,A freind invited me for lunch at Home because he said they have the best hamburgers.,"['lunch', 'hamburgers']","['neutral', 'positive']"
1122,"It is not a very stylish place, but we had some of the best Chinese food we ever had.","['place', 'Chinese food']","['negative', 'positive']"
1123,The ingredients are fabulously fresh and the pizza's well-prepared -- but the crust doesn't match up to John's.,"['ingredients', 'pizza', 'crust']","['positive', 'positive', 'negative']"
1124,"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.","['bar', 'wine', 'painted ceiling', 'chef']","['neutral', 'neutral', 'positive', 'positive']"
1125,"After each of them had had one drink, one of the managers came up to our table and told us that he no longer felt comfortable serving us any more margaritas.","['drink', 'managers']","['neutral', 'negative']"
1126,The Food There's something for fish fans of every stripe on the lengthy menu.,"['Food', 'menu']","['positive', 'neutral']"
1127,Ask for the cocktail menu it has a plenty selection of drinks.,"['cocktail menu', 'drinks']","['neutral', 'positive']"
1128,"The service was very good, although the food was mediocre.","['service', 'food']","['negative', 'positive']"
1129,Had dinner here this past Friday night with some friends and Salmon River definitely did not disappointment.,"['dinner', 'Salmon']","['neutral', 'positive']"
1130,People at the next table were complaining how horrible their house wine was.,"['table', 'wine']","['neutral', 'negative']"
1131,"Even though the food was prepared nicely, it was definitely lacking flavor.","['food', 'flavor']","['positive', 'negative']"
1132,"However, we were never served bread with our meals and the restaurant is too crowded.","['served bread', 'meals']","['negative', 'neutral']"
1133,"Yes, hard not to look at the waitresses (and they're really good servers), but as I'm reminded by everyone who knows Hooters, they don't rank anywhere near the girls at the Hooters locations South of the ol' Mason-Dixon.","['servers', 'Mason-Dixon']","['positive', 'neutral']"
1134,"Cute decor, but rather small so the dining room can get very smoky if the bar is crowded.","['decor', 'dining room']","['positive', 'negative']"
1135,"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.","['sweet cream', 'cake batter', 'banana', 'servers', 'bar']","['neutral', 'neutral', 'neutral', 'positive', 'neutral']"
1136,Knock off 15-20% of the prices and you have a decent night out.,"['prices', 'out']","['neutral', 'positive']"
1137,(must try the fois gras appetizer and chocolate milkshake for dessert.,"['fois gras appetizer', 'chocolate milkshake', 'dessert']","['positive', 'positive', 'neutral']"
1138,I am an extremely low maintenance diner and the staff at this restaurant managed to insult my dinner party and refuse kitchen service minutes after seating us and informing us that the kitchen was open.,"['diner', 'dinner', 'seating']","['negative', 'neutral', 'neutral']"
1139,"Overall, I good place to take a date or have a small group of friends for dinner.","['place', 'dinner']","['positive', 'neutral']"
1140,"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.","['seated', 'waiting', 'bar']","['positive', 'neutral', 'neutral']"
1141,"' When I reasoned with them that my dining partner already received her hot entree and was halfway done eating, and all I ordered was two rolls, the wait staff finally got the idea that maybe they should be trying to get me my order.","['dining', 'entree', 'wait staff']","['neutral', 'neutral', 'negative']"
1142,"The salad looked as though they have a premixed trash bag full of it, and they just dump a heap of it on a plate.","['salad', 'premixed']","['neutral', 'negative']"
1143,The red Borsht provides a hearty meal for $1.,"['red Borsht', 'meal']","['neutral', 'positive']"
1144,"The margaritas took me on an instant vacation, and although there was a bit of a wait for a table, the food was well worth it.","['margaritas', 'wait', 'food']","['neutral', 'neutral', 'positive']"
1145,Don't forget to get quacamole made at your table (it's $10 extra) I told the waitress it was my cousin's birthday and they brought out a cake and the mariachi band played at our table.,"['waitress', 'band']","['positive', 'neutral']"
1146,"The other dish was arroz con pollo, the chicken was delicions and the rice was a greasy but good.","['dish', 'chicken', 'rice']","['neutral', 'positive', 'positive']"
1147,I met five of my friends for dinner at Blockheads last Friday night and had a good time.,"['dinner', 'time']","['neutral', 'positive']"
1148,Dylan Prime is one of an increasingly small number of restaurants in NYC that take reservations for large groups.,"['Dylan', 'reservations']","['positive', 'neutral']"
1149,on the food-front while adding just enough of a civilized atmosphere where you won't worry about either your neighbor or the wait staff biting off one of your fingers.,"['atmosphere', 'wait staff']","['positive', 'neutral']"
1150,"They need to expand the menu some, and offer additional toppings for the pizza.","['menu', 'toppings', 'pizza']","['neutral', 'positive', 'neutral']"
1151,Get the pepperoni - YUM - and a family style salad.,"['pepperoni', 'family style salad']","['positive', 'neutral']"
1152,We had a very nice and entertaining waitress who was very much on top of our table.,"['waitress', 'table']","['positive', 'neutral']"
1153,"Lousy, hard as a rock home made potato chips that could slice a tomato as well as a soda can.","['rock', 'soda can']","['negative', 'neutral']"
1154,"), the BBQ salmon was good if not a bit too salty from the heavy miso.","['BBQ salmon', 'miso']","['positive', 'negative']"
1155,"Along with the regular items on the menus, they also offer some wonderful specials--and if an item is not on a menu, they always do their best to accommodate.","['regular items', 'specials']","['neutral', 'positive']"
1156,"Two curiosities: on my last two visits, the salad's lettuce had clearly seen better days, and on my last visit, I was told that I couldn't have coffee at the end of the meal (we were asked to go next door!)","[""salad's lettuce"", 'coffee']","['positive', 'neutral']"
1157,"They might be all business at the counter when you give your order, but their food says I love you.","['counter', 'food']","['neutral', 'positive']"
1158,was yelling at the rest of the waitstaff audibly enough that I was able to follow his entire tirade from where I sat in the secondary dining room.,"['waitstaff', 'dining room']","['negative', 'neutral']"
1159,Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!,"['Sunday', 'served']","['neutral', 'negative']"
1160,I ordered a thin-crust individual meat pizza which was big enough for two and my companion ordered pasta with pesto.,"['thin-crust individual meat pizza', 'pasta with pesto']","['positive', 'neutral']"
1161,"For fun on the run, sip a mojito at the bar while a portrait of the Virgin Mary bizarrely watches over you.","['mojito', 'bar']","['positive', 'neutral']"
1162,"The red sauce had no flavor, the cheese lacked that fresh quality cheese taste you expect from a well-known pizzaria, and the slice overall was really dry.","['red sauce', 'flavor']","['neutral', 'negative']"
1163,"Although the food was in small portions, it was good.","['food', 'portions']","['positive', 'negative']"
1164,They need to change the overall decor if they want to get a serious dinner crowd though.,"['decor', 'dinner']","['neutral', 'negative']"
1165,On the menu board posted outside - they got Passion Fruit Creme Brule.,"['menu', 'Fruit Creme Brule']","['neutral', 'positive']"
1166,"If you live downtown, definitely grab one of their menus, make a phone call and relax in front of the tv while they pound the pavement to get to you (although they do take about 45 minutes on average to get to you)-- the in restaurant service is likewise very very good.","['menus', 'service']","['neutral', 'positive']"
1167,Service was slow and spotty; had to flag the waiter down many a time to get drink and food orders in.,"['Service', 'waiter', 'drink']","['negative', 'negative', 'neutral']"
1168,"If you want a quiet dinner don't show up late, cuz the atmosphere gets louder and more loungy as the nite goes on.","['dinner', 'atmosphere']","['positive', 'negative']"
1169,I had the lobster ravioli--good size portion with a delicious vodka cream sauce.,"['lobster ravioli', 'vodka cream sauce']","['neutral', 'positive']"
1170,the waitress never asked us how the food was or if we needed anything.,"['waitress', 'food']","['negative', 'neutral']"
1171,"The food, however, is completely uninteresting - my special of the day pasta was decent, but definitely not worth the money, the wine wasn't particularly spectacular, and the bread.","['food', 'day pasta', 'wine', 'bread']","['negative', 'positive', 'negative', 'negative']"
1172,"The food was OK at best, and if you don't LOVE cheese don't even consider going here.","['food', 'cheese']","['neutral', 'negative']"
1173,"Sit at the bar (no reservations necessary), eat, talk to the bartender, and enjoy, b/c come dinnertime you will pay quadruple the price (but it's still worth it).","['reservations', 'price']","['neutral', 'negative']"
1174,"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.","['Gnocchi', 'place']","['neutral', 'positive']"
1175,Did not get to dessert as it took a while to get the server's attention and we had a show to get to.,"['dessert', 'server']","['neutral', 'negative']"
1176,"To the amusement of our server, I wrote everything down, lest I forget a single morsel (about 21 different dishes).","['server', 'dishes']","['positive', 'neutral']"
1177,"Man, that chicken (in some kind of spicy soup) was yummy!","['chicken', 'spicy soup']","['positive', 'neutral']"
1178,Besides ordering single dishes you can also order family style.,"['single dishes', 'style']","['neutral', 'positive']"
1179,The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,"['owners', 'dinner']","['positive', 'neutral']"
1180,"The service was autrocious in fact my order came out wrong and our wine was never repoured throughout the entire dinner, which lasted 3 hours.","['service', 'wine', 'dinner']","['negative', 'negative', 'neutral']"
1181,"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.","['Place', 'food', 'appetizers', 'shrimp', 'oysters']","['positive', 'negative', 'positive', 'neutral', 'neutral']"
1182,The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,"['service', 'food', 'entrees']","['negative', 'neutral', 'neutral']"
1183,Ten minutes later: no burgers and no sign of our waiter.,"['burgers', 'waiter']","['neutral', 'negative']"
1184,"For the high price you would pay (dinner for the two could run $80), you sure do get alot.","['price', 'dinner']","['negative', 'neutral']"
1185,"While I liked the place, I'd never come back in a weekend night again, and with reservations.","['place', 'reservations']","['positive', 'neutral']"
1186,Then the food came- TINY portions and plates came out in 15 min intervals.,"['food', 'portions', 'plates']","['neutral', 'negative', 'neutral']"
1187,"We both had habtchi, a bottle of plum wine, and 3 appetizer, the food was great, and I really didnt find the wait to be that long like some the other review said.","['bottle of plum wine', 'food']","['neutral', 'positive']"
1188,"the pasta I had for lunch was $12, but my dessert, which was a small slice of apple pie, was $10!","['pasta', 'lunch', 'apple pie']","['neutral', 'neutral', 'negative']"
1189,"The jukebox is always playing good tunes, and the patrons are never shy about getting up and dancing in the aisles, or even on the bar.","['jukebox', 'patrons', 'bar']","['positive', 'positive', 'neutral']"
1190,(So long that it prevented me from increasing their sales by getting more possible drinks) If i just saw my one waiter the whole night I would have known who to talk too.,"['sales', 'drinks', 'waiter']","['neutral', 'neutral', 'negative']"
1191,I liked the beer selection!,"['beer selection', 'beer s']","['positive', 'neutral']"
1192,Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,"['drink', 'waitress', 'cocktail']","['neutral', 'negative', 'neutral']"
1193,"We were seated promptly for a Saturday lunch, but service was incredibly slow.","['Saturday lunch', 'service']","['neutral', 'negative']"
1194,They don't load their pizza down with tons of cheese nor is it dripping with sauce.,"['cheese', 'sauce']","['positive', 'neutral']"
1195,I had to stare out waitress down to get our check and also we were charge.,"['waitress', 'check']","['negative', 'neutral']"
1196,"The hostess did offer free drinks to my party due to the wait, but we were more interested in eating after said long wait.","['hostess', 'drinks']","['positive', 'neutral']"
1197,"Sure, the hostess can be rude, but when in the mood for authentic Mexican food, there is no better place in NYC, yet.","['hostess', 'Mexican food']","['negative', 'positive']"
1198,"Servers are layed back, but food arrives rapidly.","['Servers', 'food']","['negative', 'positive']"
1199,We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.,"['menu', 'waiter']","['neutral', 'positive']"
1200,"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.","['Food', 'daily-changing menu', 'cuisine', 'fare']","['neutral', 'neutral', 'positive', 'positive']"
1201,"Nice family place, nice atmosphere, but don't go there for pizza.","['family place', 'atmosphere', 'pizza']","['positive', 'positive', 'negative']"
1202,"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.","['food', 'meal', 'table', 'waiters']","['positive', 'neutral', 'neutral', 'negative']"
1203,No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,"['table space', 'water', 'patrons waiting', 'table s']","['negative', 'neutral', 'neutral', 'neutral']"
1204,"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.","['foods', 'Scallion pancakes', 'menu', 'lo mein']","['positive', 'positive', 'neutral', 'neutral']"
1205,Worth the trip and the wait (and the higher than average price)?,"['wait', 'price']","['positive', 'negative']"
1206,"The menu: HOT DOGS, that's it, nothing else.","['menu', 'HOT DOGS']","['negative', 'neutral']"
1207,Heartland is the best place in mid-town to grab a beer after work and meet the cuties that work in the building.,"['beer', 'cuties']","['positive', 'neutral']"
1208,"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).","['entrees', 'soup', 'and appetizers', 'fresh spinach pierogies']","['neutral', 'neutral', 'positive', 'neutral']"
1209,The pizza is baked in a wood burning oven and the flavor is fantastic.,"['pizza', 'flavor']","['neutral', 'positive']"
1210,"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.","['mushrooms', 'citrus dipping sauces']","['neutral', 'positive']"
1211,"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.","['white tableclothes', 'rack', 'wines']","['neutral', 'positive', 'positive']"
1212,"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.","['food', 'bread']","['neutral', 'positive']"
1213,I love the steak and eggs with a bloody mary that costs around $7 bucks.,"['steak', 'eggs']","['neutral', 'positive']"
1214,I found my dinner to be a bit on the heavy side and blamed the large portions.,"['dinner', 'portions']","['neutral', 'negative']"
1215,"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!","['entree', 'filet mignon', 'mixed veggies']","['neutral', 'positive', 'positive']"
1216,"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.","['food', 'atmosphere', 'tables']","['positive', 'positive', 'negative']"
1217,Two dogs and an adequately sized drink for two dollars.,"['dogs', 'drink']","['neutral', 'positive']"
1218,The snooty manager asked us to leave and gave us our check in the middle of our meal.,"['manager', 'meal']","['negative', 'neutral']"
1219,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.","['menu options', 'waiter', 'chef', 'plain dinner salad', 'salad choices']","['negative', 'neutral', 'neutral', 'neutral', 'negative']"
1220,The menu was much too narrow - 4 pastas and 6 meat dishes or so.,"['menu', 'meat dishes']","['positive', 'neutral']"
1221,"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.","['prices', 'dinner']","['negative', 'neutral']"
1222,The music is a mix of house radio as well as live band at the same time.,"['music', 'band']","['neutral', 'positive']"
1223,"Great when the band is playing, not so great when there's a large party at the bar.","['band', 'bar']","['positive', 'neutral']"
1224,We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,"['water', 'waiter', 'food']","['neutral', 'negative', 'neutral']"
1225,"While service is still ok, the food has been not up to par on my last few visits.","['service', 'food']","['positive', 'negative']"
1226,"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.","['manager', 'drink after dinner']","['negative', 'neutral']"
1227,We ate at the bar to avoid waiting for a table.,"['waiting', 'table']","['negative', 'neutral']"
1228,"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.","['food', 'rava masala dosa', 'service']","['neutral', 'positive', 'negative']"
1229,I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,"['service', 'dinner']","['negative', 'neutral']"
1230,"The mussels and frits were great, but the host had an attitude and my friends and I waited about 1 1/2 hours to be seated on a random Tues.","['mussels', 'host']","['positive', 'negative']"
1231,"My hubby's a very picky eater, (plain, no condiments, no cheese, just salt pepper, and onions) and as busy as they were, they got it RIGHT THE FIRST TIME!!","['condiments', 'onions']","['negative', 'neutral']"
1232,The waiter nearly yelled at me when I asked for more water.,"['waiter', 'water']","['negative', 'neutral']"
1233,"Room is impressive, but service is slow and taste was almost like fast food.","['Room', 'service', 'food']","['positive', 'negative', 'negative']"
1234,"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.","['Appetizers', 'drinks', 'entrees']","['positive', 'positive', 'negative']"
1235,The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,"['sauce', 'crust', 'mix', 'textures']","['positive', 'positive', 'neutral', 'positive']"
1236,"They were out of cherry, so we got a few slices of apple and one key lime.","['slices', 'apple']","['negative', 'neutral']"
1237,"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.","['range', 'stir-fries', 'noodle dishes', 'Tibetan dumplings']","['positive', 'positive', 'positive', 'neutral']"
1238,"The smell was heavenly, and the appearance was great, but the cheese was a little too salty and heavy.","['appearance', 'cheese']","['positive', 'negative']"
1239,"But the service was absolutely terrible, and we watied 45 minutes for food.","['service', 'food']","['negative', 'neutral']"
1240,When we finally had to see the manager because I had lemon juice spilled on me from the waiter- she even took over 10 minutes to come to the table.,"['manager', 'table']","['negative', 'neutral']"
1241,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.","['apetizers', 'tables', 'waiter', 'appetizers', 'calamari', 'pasta dish']","['neutral', 'neutral', 'negative', 'neutral', 'negative', 'negative']"
1242,"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.","['drink', 'wait', 'server']","['neutral', 'neutral', 'negative']"
1243,Seated by a moody hostess and presented a menu that included live food-samples.,"['hostess', 'menu']","['negative', 'neutral']"
1244,But the wait staff's attitude will make me rethink about returning.,"['wait staff', 'attitude']","['negative', 'neutral']"
1245,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.","['appetizers', 'foie gras and oysters', 'entrees', 'scallops', 'dessert', 'pastry chef']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
1246,"On our second trip, our waiter had an attitude, was slow to bring/refill drinks, and we had to flag him down for EVERYTHING.","['waiter', 'drinks']","['negative', 'neutral']"
1247,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.,"['water and chips (tostades)', 'waitress', 'served', 'place']","['neutral', 'negative', 'neutral', 'negative']"
1248,The service is ok since it is new and the staff didn't know the food items too well.,"['service', 'staff', 'food']","['positive', 'negative', 'neutral']"
1249,"sirloin was spectacular -- tender, succulent and savory -- and even the salad and dessert (items where you might be willing to cut a steakhouse some slack) were superb.","['salad', 'dessert', 'items']","['positive', 'positive', 'neutral']"
1250,The ambience is horrible but the food is incredible.,"['ambience', 'food']","['negative', 'positive']"
1251,They have even just expanded to include lunch hours at very reasonable prices.,"['lunch', 'prices']","['neutral', 'positive']"
1252,"Although the pricing is on the more expensive side, this is a must try restaurant for its food.","['pricing', 'food']","['negative', 'positive']"
1253,"!While you are there, try the stuffed chicken wings, the salmon and take a stroll into the restroom.","['stuffed chicken wings', 'salmon']","['positive', 'neutral']"
1254,Hot foods selection every weekday for lunch.,"['foods', 'lunch']","['positive', 'neutral']"
1255,"Although the prices is a bit on the high, you do get big portions for it.","['prices', 'portions']","['negative', 'positive']"
1256,Expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.,"['waiters', 'seat']","['negative', 'neutral']"
1257,"and you have to order through a pane of bulletproof glass, but the fact of the matter is, after a night of hard drinkin', college style, nothing hits the spot like a big box of inexpensive chicken and fries.","['bulletproof glass', 'style', 'fries']","['neutral', 'neutral', 'positive']"
1258,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","['martini', 'bar', 'Roast Chicken']","['positive', 'neutral', 'positive']"
1259,"40 minutes later, the waitress finally looked at our table and we asked about our dishes.","['waitress', 'dishes']","['negative', 'neutral']"
1260,"Went for lunch but wanted to order a la carte, which was so highly discouraged by the waiter (pushing the 10.","['lunch', 'waiter']","['neutral', 'negative']"
1261,"This restaurant was a great value, even though I know nothing about the prix fixe menu.","['value', 'prix fixe menu']","['positive', 'neutral']"
1262,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!","['service', 'waitstaff', 'chickens', 'beer', 'sake', 'sushi']","['negative', 'negative', 'negative', 'positive', 'positive', 'positive']"
1263,I will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the abyssmal service left a bad taste.,"['food', 'wines', 'service']","['positive', 'neutral', 'negative']"
1264,"The atmosphere is fun -- dark, pulsing, basement room; a place where you feel like you can relax.","['atmosphere', 'room']","['positive', 'neutral']"
1265,i also like their cocktail menu and dessert menu (try the black tea rose ice cream and the coconout waffles).,"['cocktail menu', 'dessert menu', 'black tea rose ice cream']","['positive', 'positive', 'neutral']"
1266,Order the jalapeno cheddar potatoes- My meal tasted like mom's homemade cooking!,"['jalapeno cheddar', 'meal', 'cooking']","['neutral', 'positive', 'positive']"
1267,"Sadly, many people feel the need to berate their server for a stronger drink.","['server', 'drink']","['negative', 'neutral']"
1268,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.","['Martinis', 'bar', 'drinks', 'wait staff', 'glass empties']","['neutral', 'neutral', 'neutral', 'negative', 'neutral']"
1269,"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.","['server', 'drinks', 'water']","['negative', 'neutral', 'neutral']"
1270,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.","['tuna', 'tapioca balls', 'roe', 'coconut water', 'kaffir lime juice']","['neutral', 'neutral', 'neutral', 'positive', 'positive']"
1271,We had over 100 beers to choose from and the food and service was excellent.,"['beers', 'food', 'service']","['neutral', 'positive', 'positive']"
1272,"For 2 patrons paying over $100 for dinner, you'd think that the waiter would check to see if everything was okay with the dining experience, and he certainly did not.","['dinner', 'waiter']","['neutral', 'negative']"
1273,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,"['waiting area', 'bar']","['negative', 'neutral']"
1274,"Appetizers, entrees and desserts suffered from a lack of variety in taste--all were nicely presented but none rose much above the level of something the average person could either cook for onesself or get at a well-run diner.","['Appetizers', 'entrees', 'desserts', 'taste']","['neutral', 'neutral', 'neutral', 'negative']"
1275,The food and cocktails at SushiSamba were very good; however the seating is so tight and uncomfortable and the service so rushed that I will probably never go back.,"['cocktails', 'seating']","['positive', 'negative']"
1276,"The slices are pricey for the neighborhood (and always has been), but the fact that it is always packed attests to the value.","['slices', 'neighborhood']","['positive', 'neutral']"
1277,Came here for a b-day and ended up waiting so long even for a reservation.,"['waiting', 'reservation']","['negative', 'neutral']"
1278,I saw a waitress yell at 2 customers for moving a table out a little bit in order to have more seating space.,"['waitress', 'space']","['negative', 'neutral']"
1279,I had to wait 1hr since I got there around 8pm but you could have a few drinks by the bar since the ambiance is very loungy/ club like.,"['drinks', 'bar', 'ambiance']","['neutral', 'neutral', 'negative']"
1280,"The server (blond guy with blue eyes, we don't even know his name because he came to the table only twice) is rude and incapable and he didn't want to help for anything at all.","['server', 'guy']","['negative', 'neutral']"
1281,"After the appetizers, which were the only saving grace (BBQ chips, spinach, fried bread), the servers descending and without asking started taking our plates away.","['appetizers', 'servers']","['neutral', 'negative']"
1282,"I visited the Park Slope location on Fifth Avenue, and was impressed with the menu, and that they offered chicken fried steak.","['menu', 'chicken fried steak']","['positive', 'neutral']"
1283,"For dessert, try this pudding, translated Nipple of Venus.","['dessert', 'pudding']","['neutral', 'positive']"
1284,"Sushi is consistently fresh, service pleasant Sushi rice is a bit hard.","['service', 'Sushi rice']","['positive', 'negative']"
1285,We recently went for dinner with two kids and the staff were very accomodating even without reservations.,"['dinner', 'staff']","['neutral', 'positive']"
1286,Our dinner party of four all found the food better than average and of sizeable portions.,"['dinner', 'food']","['neutral', 'positive']"
1287,"I ordered a medium Cub burger and it came out well done, not that my server would have noticed since we didn't see her again until she brought the check.","['server', 'check']","['negative', 'neutral']"
1288,The waiter knew his menu and what to recommend.,"['waiter', 'menu']","['positive', 'neutral']"
1289,"We didn't see him the rest of the night, the other courses come out sporadically, and no one ever asked if we wanted more wine (which we did) or refilled our water -- even after we flagged down another waiter, nothing happened.","['wine', 'water', 'waiter']","['neutral', 'neutral', 'negative']"
1290,We wouldn't bother quibbling over the price of a few drinks anyway but I wonder why they would offer if they weren't intending to back it up.,"['price', 'drinks']","['negative', 'neutral']"
1291,The waitstaff is charming and knowledgeable about the menu.,"['waitstaff', 'menu']","['positive', 'neutral']"
1292,"the atmosphere is that of a diner, but if you get a booth that is the best!","['atmosphere', 'diner']","['positive', 'neutral']"
1293,"We had 2 servers helping our party of 12, screwed up 3 orders had to re-do (frightful you never know what chef's mood is when they make mistakes).","['servers', 'chef']","['positive', 'neutral']"
1294,"Although we didn't have a reservation, my husband and I enjoyed the food and drinks at the kitchen side seating.","['reservation', 'food', 'seating']","['neutral', 'positive', 'neutral']"
1295,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.","['dress codes', 'attitudes', 'place']","['negative', 'negative', 'positive']"
1296,"It's the nicest place to nurse a cup of coffee (and the coffee is good), especially out in the little back garden.","['place', 'cup of coffee', 'garden']","['positive', 'positive', 'neutral']"
1297,My friend and I enjoyed choosing from a very diverse menu of appetizers and entrees.,"['menu', 'appetizers', 'entrees']","['positive', 'neutral', 'neutral']"
1298,"For an appetizer, I had soba in pho-like broth with dumplings, and I already liked the restaurant.","['appetizer', 'pho-like broth with dumplings', 'restaurant']","['neutral', 'neutral', 'positive']"
1299,"Across the menu, and even within a single dish, there is a stunning variety of scintillating, distinct flavors.","['menu', 'dish']","['neutral', 'positive']"
1300,"* Rude waiter - he kept pushing us to get appetizer (after been told twice that we would like to start ordering entree) and after dinner, told us to check out the shelf ourselves on our way to the restroom for dessert menu.","['waiter', 'appetizer', 'entree', 'dinner']","['negative', 'neutral', 'neutral', 'neutral']"
1301,"Our reservation was for 9, didn't get seated until 9:20 with no acknowledgment by the staff of the delay.","['reservation', 'staff']","['neutral', 'negative']"
1302,"Everyting I ate there was incredible from the Tseukune (chicken dumplings) to the black bass special, right down to the velety chocolate pudding I had for dessert.","['Tseukune (chicken dumplings)', 'black bass special', 'chocolate pudding', 'dessert']","['positive', 'positive', 'positive', 'neutral']"
1303,"I would get the raisin bagels and occasionally a plain with lox and cream cheese, but now I go straight for the lox since I don't get there often.","['raisin bagels', 'lox and cream cheese']","['positive', 'neutral']"
1304,"At dinner on a Saturday night, I was enthused by the bustling, unpretentious crowd and the lusciously warm lighting.","['dinner', 'lighting']","['neutral', 'positive']"
1305,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"['orrechiete with sausage and chicken', 'dish']","['positive', 'neutral']"
1306,"Instead of being smart business people and treating us as paying customers, we were told they do not serve drinks, only food (only food?","['business', 'drinks']","['positive', 'negative']"
1307,"Instead of going to a fun lounge after dinner, as planned, everyone had paid so much, that we went to a dive bar for the rest of the night for cheap drinks.","['lounge after dinner', 'bar', 'drinks']","['positive', 'neutral', 'positive']"
1308,One time the waitress left in the middle of our dinner.,"['waitress', 'dinner']","['negative', 'neutral']"
